id,a1,a2,a3,a4,A1,a5,a6,a7,a8,A2,a9,a10,a11,a12,a13,A3,a14,a15,a16,a17,a18,A4,a,b1,b2,b3,b4,b5,b6,b7,b8,B,c1,c2,c3,c4,c5,c6,C,d1,d2,d3,d4,D1,d5,d6,d7,d8,d9,D2,d10,d11,d12,d13,D3,d14,d15,d16,d17,D4,d,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e
169,5,5,5,5,5,5,4,5,5,4.75,4,4,4,4,5,4.2,4,5,4,4,4,4.2,4.5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,3,3.33,3,4,4,3,3.5,4,4,4,4,4,4,3,3,3,3,3,2,2,3,3,2.5,3.29,1,2,1,1,1,2,1,1,2,1,1.3
170,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4.4,4.83,5,5,5,5,1,5,5,5,4.5,3,3,2,3,5,5,3.5,3,3,4,3,3.25,4,4,4,4,3,3.8,3,3,3,3,3,2,2,3,2,2.25,3.12,2,2,1,1,1,1,1,1,10,1,2.1
171,5,5,5,5,5,3,3,4,5,3.75,4,3,4,4,4,3.8,4,5,5,5,5,4.8,4.33,5,5,5,5,5,5,5,5,5,4,3,3,3,4,4,3.5,4,4,4,3,3.75,2,2,3,2,3,2.4,3,2,2,2,2.25,2,2,2,2,2,2.59,2,2,2,3,1,2,1,1,2,1,1.7
172,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,3,3,3,3,3,3.17,4,4,4,2,4,4,4,4,3.75,4,3,4,3,3,3,3.33,4,4,4,4,4,3,3,3,4,3,3.2,3,3,3,3,3,2,2,2,2,2,3.06,2,2,1,1,1,3,1,1,10,1,2.3
173,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3.6,4,4,4,4,4,4,3.89,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,3.83,5,5,5,5,5,4,3,4,5,5,4.2,4,3,4,4,3.75,4,4,4,4,4,4.24,2,2,1,1,1,1,1,1,2,1,1.3
174,3,3,3,3,3,4,4,4,4,4,3,3,3,5,5,3.8,4,4,4,4,4,4,3.72,5,5,5,5,3,5,5,5,4.75,4,3,2,3,3,4,3.17,3,2,3,4,3,3,3,2,3,3,2.8,4,3,3,2,3,3,4,3,3,3.25,3,1,2,1,1,1,2,1,1,7,1,1.8
175,3,4,2,1,2.5,3,2,4,5,3.5,4,4,2,1,1,2.4,2,2,3,1,5,2.6,2.72,4,3,4,5,4,1,1,1,2.88,1,3,2,4,5,5,3.33,2,3,1,4,2.5,4,4,3,2,1,2.8,2,2,1,3,2,4,3,2,4,3.25,2.65,1,2,1,1,1,2,1,1,9,1,2
176,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,3.4,4,4,4,4,4,4,3.61,4,4,4,3,3,4,5,5,4,5,4,5,3,5,4,4.33,3,5,4,4,4,4,4,3,5,4,4,3,4,3,3,3.25,4,5,3,4,4,3.82,2,2,2,6,2,4,1,1,10,1,3.1
177,5,5,5,5,5,3,5,5,5,4.5,3,3,3,4,4,3.4,3,4,4,5,3,3.8,4.11,5,5,4,4,3,4,4,4,4.13,4,3,4,3,3,4,3.5,4,4,4,5,4.25,4,4,4,5,3,4,4,4,4,5,4.25,4,3,3,3,3.25,3.94,2,2,1,1,1,1,1,1,7,1,1.8
178,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3.2,3.56,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3.33,3,4,4,3,3.5,3,4,3,3,4,3.4,3,3,3,3,3,3,3,3,3,3,3.24,2,2,1,1,1,2,1,1,5,4,2
179,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3.5,1,1,1,1,5,1,5,5,2.5,3,3,2,2,4,2,2.67,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2.53,1,2,1,1,1,2,1,1,3,1,1.4
180,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,5,5,1,5,5,3,3,3,2,2,3,3,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2.76,1,2,1,1,1,1,1,1,9,1,1.9
181,3,5,4,4,4,3,3,4,3,3.25,3,5,4,5,3,4,4,3,4,4,3,3.6,3.72,4,4,3,4,4,4,5,4,4,3,4,4,3,4,3,3.5,4,3,4,4,3.75,4,4,3,4,3,3.6,4,4,4,5,4.25,4,4,3,4,3.75,3.82,1,1,6,4,2,4,1,2,4,2,2.7
182,5,5,5,5,5,3,3,4,4,3.5,4,4,4,4,4,4,4,4,3,3,3,3.4,3.94,5,5,3,3,3,3,5,5,4,3,3,4,4,4,4,3.67,3,3,4,4,3.5,3,4,4,3,3,3.4,4,4,4,4,4,4,4,4,4,4,3.71,2,2,3,4,4,4,2,3,1,2,2.7
183,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,2.8,4,4,4,4,4,4,3.67,5,5,5,5,5,5,5,5,5,5,3,2,3,4,3,3.33,3,3,4,4,3.5,2,2,4,2,2,2.4,2,3,3,3,2.75,2,2,2,2,2,2.65,2,2,4,4,3,4,1,1,9,1,3.1
184,3,4,4,4,3.75,4,5,5,5,4.75,5,4,5,5,5,4.8,5,5,5,5,5,5,4.61,5,5,2,4,3,3,4,4,3.75,5,3,5,5,5,5,4.67,4,4,5,4,4.25,4,4,5,5,5,4.6,5,5,5,5,5,5,4,3,4,4,4.47,2,1,7,5,2,7,3,2,8,4,4.1
185,4,4,5,5,4.5,2,3,5,4,3.5,4,4,4,5,5,4.4,5,5,5,5,5,5,4.39,4,4,4,4,3,2,4,4,3.63,4,3,4,5,5,5,4.33,5,5,5,4,4.75,4,5,5,4,4,4.4,4,3,4,4,3.75,4,3,3,3,3.25,4.06,2,2,2,1,3,1,1,1,4,3,2
186,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,2,3,4,4,3.4,4,3,3,3,3,1,1,2,2,2.25,2,3,2,4,4,4,3.17,1,3,4,4,3,4,4,4,5,2,3.8,3,2,2,3,2.5,3,2,1,2,2,2.88,1,1,3,4,2,2,1,1,2,1,1.8
187,4,3,3,5,3.75,4,4,5,3,4,3,4,3,3,4,3.4,5,3,4,3,5,4,3.78,3,4,4,4,4,3,4,4,3.75,3,3,4,4,3,3,3.33,3,3,3,4,3.25,3,4,4,4,3,3.6,3,3,4,4,3.5,4,4,4,3,3.75,3.53,1,1,4,4,1,5,1,2,2,1,2.2
188,4,5,4,4,4.25,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4.4,4.67,4,4,4,4,4,4,4,5,4.13,4,4,4,3,5,5,4.17,4,4,4,5,4.25,4,4,5,5,5,4.6,4,4,5,5,4.5,4,3,4,3,3.5,4.24,2,2,2,1,3,1,1,2,2,2,1.8
189,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3.5,4,4,3,3,3,3,3,3,3.25,4,3,4,4,3,3,3.5,4,3,4,3,3.5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2.88,2,2,2,1,3,1,1,1,2,1,1.6
190,5,5,5,5,5,4,5,5,5,4.75,1,1,1,5,3,2.2,4,5,4,3,4,4,3.89,1,2,3,1,1,1,1, ,1.43,4,5,5,5,5,5,4.83,3,3,3,4,3.25,5,5,4,5,4,4.6,2,4,5,4,3.75,1,5,3,2,2.75,3.65,2,2,2,4,1,2,1,1,9,1,2.5
191,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,4.4,5,5,3,5,5,4.6,4.5,4,5,4,3,5,3,4,4,4,4,5,4,5,5,5,4.67,3,4,3,5,3.75,5,5,5,5,5,5,5,5,4,5,4.75,4,4,5,3,4,4.41,2,1,4,5,2,1,1,5,1,2,2.4
192,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4.6,4,4,4,4,4,4,4.17,5,5,4,4,3,4,5,5,4.38,4,3,4,4,4,4,3.83,3,4,4,4,3.75,4,4,4,4,4,4,3,3,4,4,3.5,4,4,4,4,4,3.82,1,2,4,4,1,4,2,2,2,1,2.3
193,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4.72,5,5,5,3,3,3,5,5,4.25,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4.53,2,1,4,4,2,3,1,1,1,1,2
194,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,5,5,3.5,3,4,4,4,3.75,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1.25,2.59,2,2,4,4,3,4,1,1,4,3,2.8
195,3,2,3,4,3,3,4,2,3,3,3,4,4,5,3,3.8,3,4,5,4,4,4,3.5,4,4,4,3,4,4,5,4,4,3,4,4,4,3,4,3.67,4,3,3,4,3.5,4,4,3,4,4,3.8,4,3,3,4,3.5,4,3,3,4,3.5,3.59,2,1,4,5,2,3,2,3,2,1,2.5
196,3,4,4,3,3.5,3,2,3,4,3,4,5,4,3,4,4,4,4,5,5,4,4.4,3.78,4,4,3,4,4,5,4,3,3.88,3,3,4,4,4,4,3.67,4,4,4,3,3.75,3,4,4,4,3,3.6,3,4,4,5,4,4,4,4,4,4,3.82,1,2,2,1,2,1,1,4,5,3,2.2
197,4,4,5,5,4.5,3,3,4,4,3.5,3,3,4,4,4,3.6,4,4,4,4,4,4,3.89,5,5,5,4,4,4,5,5,4.63,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3.75,3.71,1,2,3,4,2,4,1,1,2,1,2.1
198,4,4,3,2,3.25,3,3,4,5,3.75,4,4,3,5,5,4.2,4,4,3,4,5,4,3.83,4,4,4,3,4,4,4,5,4,3,3,4,3,4,4,3.5,4,4,3,3,3.5,4,4,4,3,4,3.8,4,4,4,3,3.75,4,4,4,3,3.75,3.71,1,2,2,1,1,2,1,1,3,1,1.5
199,4,4,5,5,4.5,1,2,5,5,3.25,5,5,4,5,5,4.8,5,5,5,5,5,5,4.44,5,5,5,5,2,1,5,5,4.13,5,2,4,4,5,4,4,5,5,5,5,5,3,4,4,4,5,4,4,4,3,4,3.75,4,4,3,3,3.5,4.06,2,1,5,5,1,1,1,1,5,4,2.6
200,4,5,5,5,4.75,4,4,5,5,4.5,3,3,3,4,5,3.6,4,5,5,5,4,4.6,4.33,2,2,2,5,3,3,5,5,3.38,4,3,2,2,4,4,3.17,1,1,4,1,1.75,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,2.29,2,2,3,4,3,4,1,1,4,3,2.7
201,5,4,5,3,4.25,4,3,5,4,4,3,3,4,3,5,3.6,4,4,3,4,5,4,3.94,4,4,4,3,4,4,3,4,3.75,3,4,4,4,3,4,3.67,4,4,3,4,3.75,4,3,3,4,4,3.6,4,4,3,3,3.5,4,4,5,4,4.25,3.76,1,1,5,4,1,4,2,2,2,1,2.3
202,5,5,5,5,5,4,4,5,5,4.5,4,4,4,4,4,4,4,4,4,4,5,4.2,4.39,5,5,3,3,3,3,5,5,4,3,3,3,4,4,4,3.5,3,4,4,3,3.5,4,4,4,4,4,4,3,3,4,4,3.5,4,4,3,3,3.5,3.65,2,1,4,4,2,3,3,2,2,1,2.4
203,4,4,4,4,4,4,4,5,5,4.5,3,3,3,4,4,3.4,4,3,3,4,4,3.6,3.83,5,5,4,4,4,4,5,5,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3.75,3.94,2,2,2,3,1,2,4,4,7,1,2.8
204,5,5,5,5,5,4,4,5,5,4.5,5,5,5,4,4,4.6,4,4,3,4,4,3.8,4.44,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,3.5,4,4,4,4,4,4,4,4,4,3,3.8,4,3,3,4,3.5,3,3,3,3,3,3.59,1,1,6,4,1,4,2,3,2,1,2.5
205,3,3,4,3,3.25,3,4,4,5,4,5,4,4,4,3,4,4,3,4,4,4,3.8,3.78,4,4,3,3,4,4,4,4,3.75,3,3,3,4,4,3,3.33,4,4,3,3,3.5,4,4,3,4,4,3.8,4,4,5,4,4.25,4,4,3,4,3.75,3.82,1,2,2,2,1,1,2,1,1,2,1.5
206,5,5,5,5,5,3,3,4,4,3.5,3,3,3,4,4,3.4,4,4,3,3,4,3.6,3.83,4,4,4,3,4,2,4,5,3.75,4,4,3,3,3,3,3.33,3,3,4,4,3.5,3,3,4,3,3,3.2,4,3,3,3,3.25,3,4,3,3,3.25,3.29,1,1,5,4,1,4,1,1,2,1,2.1
207,5,5,5,5,5,3,3,4,4,3.5,4,3,4,4,3,3.6,4,4,3,4,4,3.8,3.94,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4.5,4,4,5,5,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4.25,4.18,2,1,5,4,1,3,4,4,7,2,3.3
208,5,5,5,5,5,3,4,4,4,3.75,5,3,3,4,4,3.8,3,4,4,4,5,4,4.11,5,5,5,5,1,4,5,5,4.38,1,2,1,2,2,4,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,5,2,2,5,1,1,1,1,2.1
209,5,5,5,5,5,3,3,5,5,4,4,4,4,4,4,4,3,3,3,4,4,3.4,4.06,5,5,3,3,3,3,5,5,4,4,4,4,5,5,5,4.5,3,4,4,4,3.75,4,5,5,3,4,4.2,3,3,4,4,3.5,3,4,3,4,3.5,3.76,2,1,6,1,3,3,4,4,1,2,2.7
210,4,4,5,4,4.25,4,4,3,4,3.75,4,3,3,4,3,3.4,4,4,5,4,4,4.2,3.89,4,4,5,4,5,4,5,4,4.38,4,5,4,4,5,4,4.33,4,5,4,4,4.25,4,4,4,4,5,4.2,4,4,5,4,4.25,3,4,4,4,3.75,4.12,2,2,2,1,3,1,1,1,1,1,1.5
211,3,3,4,4,3.5,4,4,5,5,4.5,4,4,4,5,5,4.4,5,5,5,5,5,5,4.39,5,5,5,5,5,3,5,5,4.75,5,5,4,5,5,5,4.83,4,4,5,5,4.5,4,4,5,5,4,4.4,4,3,4,3,3.5,4,4,3,4,3.75,4.06,2,2,3,3,3,2,1,1,5,3,2.5
212,2,2,2,1,1.75,3,2,2,3,2.5,3,3,3,3,3,3,2,4,3,3,3,3,2.61,2,2,4,2,2,2,2,2,2.25,1,3,1,1,3,4,2.17,1,1,1,1,1,2,4,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1.59,1,2,2,1,2,2,2,2,2,1,1.7
213,3,4,3,3,3.25,3,3,4,4,3.5,3,4,4,4,5,4,4,4,3,4,5,4,3.72,4,4,3,4,4,5,4,4,4,4,3,3,4,4,3,3.5,4,3,3,3,3.25,4,4,4,3,3,3.6,3,4,4,4,3.75,4,4,4,3,3.75,3.59,2,1,3,3,2,2,2,2,1,2,2
214,4,4,3,4,3.75,5,4,3,4,4,4,3,4,4,3,3.6,4,4,3,3,4,3.6,3.72,3,4,3,4,4,3,4,5,3.75,4,3,3,3,4,4,3.5,4,3,3,4,3.5,5,4,4,3,4,4,3,4,4,3,3.5,3,3,4,3,3.25,3.59,1,1,5,4,2,5,1,2,8,1,3
215,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3.72,4,4,3,3,2,2,4,4,3.25,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3.75,4.18,2,1,5,4,2,4,1,2,7,1,2.9
216,4,5,4,5,4.5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4.61,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.17,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,4.75,4,4,4,4,4,4.47,2,2,2,1,3,2,1,1,9,1,2.4
217,4,4,4,4,4,3,3,5,5,4,4,4,4,4,4,4,4,4,3,4,4,3.8,3.94,4,4,3,3,3,3,4,4,3.5,3,3,3,4,3,4,3.33,4,4,5,5,4.5,4,4,4,4,4,4,3,3,4,4,3.5,4,4,3,4,3.75,3.94,1,2,4,4,3,4,2,2,2,1,2.5
218,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4.4,4,4,4,4,4,4,4.11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4.29,2,1,4,3,1,3,2,2,2,1,2.1
219,5,4,4,4,4.25,5,4,3,3,3.75,4,4,3,4,5,4,4,4,4,3,4,3.8,3.94,5,4,4,5,4,3,4,5,4.25,3,4,3,3,4,2,3.17,4,3,4,4,3.75,3,4,4,3,4,3.6,4,3,3,4,3.5,3,3,4,3,3.25,3.53,2,2,2,6,3,2,1,3,5,2,2.8
220,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4.28,4,4,3,3,3,3,3,3,3.25,4,3,4,4,3,3,3.5,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2.53,1,2,3,6,1,4,2,2,2,1,2.4
221,5,5,5,5,5,3,3,4,4,3.5,4,4,4,4,4,4,5,5,5,5,5,5,4.39,5,5,3,3,2,3,4,4,3.63,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4.06,1,2,4,4,1,3,1,1,6,1,2.4
222,4,4,5,5,4.5,3,4,5,5,4.25,2,2,2,5,5,3.2,5,5,5,5,5,5,4.22,5,5,4,4,4,3,4,4,4.13,4,4,3,5,5,4,4.17,4,4,5,5,4.5,4,4,5,5,5,4.6,4,4,5,5,4.5,4,4,3,4,3.75,4.35,2,1,5,5,1,3,1,1,9,1,2.9
223,4,4,5,5,4.5,4,4,5,5,4.5,4,4,5,4,4,4.2,4,5,5,5,5,4.8,4.5,5,5,3,3,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3.76,2,2,4,6,2,3,4,5,1,2,3.1
224,4,4,4,4,4,4,4,5,5,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4.11,5,5,3,3,3,3,5,5,4,3,3,4,3,3,3,3.17,3,3,4,3,3.25,3,4,4,3,3,3.4,3,3,4,3,3.25,4,4,3,3,3.5,3.35,2,1,3,6,2,2,4,4,1,2,2.7
225,5,4,4,5,4.5,4,4,5,5,4.5,4,3,3,4,4,3.6,4,4,3,4,3,3.6,4,4,4,4,4,3,5,4,5,4.13,4,3,4,4,3,4,3.67,4,3,4,5,4,4,3,4,4,5,4,4,4,4,4,4,3,4,3,3,3.25,3.82,2,2,2,6,2,3,2,2,1,1,2.3
226,4,4,4,5,4.25,5,5,4,4,4.5,5,5,5,5,5,5,4,4,4,5,5,4.4,4.56,5,5,5,4,4,4,4,4,4.38,5,5,5,4,4,4,4.5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4.5,4.41,2,2,4,3,3,3,1,1,9,1,2.9
227,2,2,2,2,2,2,4,4,4,3.5,4,4,2,5,5,4,5,5,5,5,5,5,3.72,5,5,5,4,4,2,4,4,4.13,4,3,4,4,4,5,4,4,4,5,5,4.5,4,5,5,4,4,4.4,4,3,4,4,3.75,4,3,3,3,3.25,4,2,1,4,6,1,2,1,1,5,3,2.6
228,4,4,5,5,4.5,2,4,5,5,4,4,5,4,5,5,4.6,5,5,5,5,5,5,4.56,5,5,4,4,4,3,5,5,4.38,4,3,4,4,4,4,3.83,4,4,4,5,4.25,3,4,4,4,4,3.8,4,4,5,4,4.25,4,4,3,4,3.75,4,2,1,5,3,1,2,1,1,9,1,2.6
229,5,5,5,5,5,4,4,4,5,4.25,3,3,3,3,3,3,4,3,3,4,4,3.6,3.89,4,4,4,5,2,5,4,5,4.13,4,3,4,4,5,4,4,4,3,4,4,3.75,4,3,5,5,4,4.2,4,4,5,4,4.25,3,3,2,3,2.75,3.76,1,1,4,4,1,4,1,1,2,1,2
230,5,4,4,4,4.25,4,3,4,4,3.75,4,4,4,3,3,3.6,4,4,3,3,3,3.4,3.72,4,4,2,2,3,3,4,4,3.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4.4,4,4,4,4,4,4,4,4,4,4,4.12,2,1,5,4,1,3,2,2,2,1,2.3
231,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3.5,5,5,5,3,3,3,3,3,3.75,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4.53,1,2,3,6,2,4,1,1,5,2,2.7
232,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4.6,4.89,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,1,2,5,4,3,2.2
233,4,4,3,4,3.75,4,3,2,3,3,3,5,4,5,3,4,4,4,5,5,4,4.4,3.83,3,4,4,3,4,4,3,4,3.63,3,3,3,4,5,3,3.5,3,3,4,2,3,3,4,4,4,3,3.6,4,4,3,3,3.5,4,4,3,3,3.5,3.41,2,2,1,1,2,1,1,1,4,1,1.6
234,3,4,3,3,3.25,3,3,4,3,3.25,3,4,4,5,4,4,3,4,3,4,4,3.6,3.56,4,3,4,3,3,4,5,5,3.88,3,3,3,4,3,3,3.17,4,3,3,3,3.25,3,4,4,4,4,3.8,4,3,3,4,3.5,5,4,4,4,4.25,3.71,1,1,5,3,3,6,2,3,1,2,2.7
235,4,4,4,4,4,3,4,4,5,4,4,5,3,3,4,3.8,3,3,3,3,4,3.2,3.72,5,5,5,4,4,3,5,5,4.5,3,4,4,4,3,5,3.83,3,3,4,4,3.5,3,3,4,4,4,3.6,3,4,4,3,3.5,3,2,3,3,2.75,3.35,2,2,2,1,3,1,1,1,9,1,2.3
326,5,5,5,5,5,3,3,5,5,4,5,3,4,5,4,4.2,4,4,3,3,4,3.6,4.17,5,5,4,2,2,3,5,5,3.88,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3.6,4,3,4,4,3.75,4,4,4,4,4,3.82,2,1,2,4,1,2,3,4,2,1,2.2
237,4,3,3,4,3.5,4,4,4,3,3.75,4,3,4,4,4,3.8,4,3,4,5,4,4,3.78,3,3,4,5,3,3,4,4,3.63,3,4,4,4,4,5,4,3,3,4,4,3.5,4,5,4,5,5,4.6,5,5,4,4,4.5,4,3,3,3,3.25,4,2,1,5,3,1,3,1,1,7,2,2.6
238,4,4,4,4,4,3,3,4,4,3.5,4,4,4,4,4,4,4,4,4,4,4,4,3.89,5,4,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3.75,3,3,3,3,3,3.71,1,1,4,4,1,3,1,2,2,1,2
239,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4.44,5,5,5,1,3,1,4,4,3.5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,4.24,2,2,4,3,3,3,2,2,2,1,2.4
240,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3.78,5,5,3,3,3,3,5,5,4,4,4,3,4,3,3,3.5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3.76,2,1,5,5,2,1,1,1,2,1,2.1
241,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,5,5,4,4,3,3,3,3,3,3.17,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3.53,1,2,2,1,3,1,1,1,2,1,1.5
242,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4.44,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3.5,3.88,2,1,4,4,2,3,2,3,2,1,2.4
243,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.22,4,4,4,4,2,2,4,4,3.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3.53,2,1,4,3,1,3,2,2,2,1,2.1
244,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3.6,4,4,4,4,4,4,3.89,5,5,3,3,3,3,4,4,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4.5,4,4,3,3,3.5,4,2,1,4,4,2,3,2,1,3,1,2.3
245,4,4,4,4,4,2,2,4,5,3.25,5,5,5,5,5,5,5,5,5,5,5,5,4.39,5,5,4,4,4,4,4,4,4.25,4,4,4,4,4,5,4.17,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4.29,2,1,3,3,3,3,1,1,2,1,2
246,3,3,4,4,3.5,4,5,4,3,4,3,3,3,4,5,3.6,4,4,3,4,4,3.8,3.72,4,4,4,3,4,3,4,4,3.75,4,4,3,3,3,4,3.5,4,4,4,3,3.75,3,3,4,4,4,3.6,4,4,3,5,4,4,4,3,4,3.75,3.76,1,1,3,4,2,5,2,2,4,3,2.7
247,3,3,4,3,3.25,3,5,4,3,3.75,4,4,3,4,3,3.6,3,4,3,4,5,3.8,3.61,4,3,4,4,3,3,3,4,3.5,4,3,3,3,4,5,3.67,4,4,3,4,3.75,4,5,4,3,3,3.8,3,3,4,4,3.5,4,3,4,3,3.5,3.65,1,2,3,2,4,5,1,1,5,2,2.6
248,3,4,4,4,3.75,1,5,5,5,4,5,5,3,4,5,4.4,4,4,4,4,5,4.2,4.11,5,5,5,4,4,3,1,1,3.5,3,2,4,4,4,4,3.5,4,4,3,4,3.75,5,5,5,5,5,5,2,2,2,3,2.25,3,2,2,5,3,3.59,2,2,2,1,3,1,1,1,2,1,1.6
249,3,3,4,4,3.5,3,3,4,5,3.75,4,4,3,4,5,4,4,4,3,4,5,4,3.83,3,4,4,3,4,4,3,3,3.5,3,4,4,4,3,4,3.67,4,4,3,4,3.75,4,3,3,3,4,3.4,3,3,3,4,3.25,4,5,4,3,4,3.59,2,1,4,5,1,3,2,2,8,1,2.9
250,4,4,4,5,4.25,4,4,4,5,4.25,4,3,3,5,5,4,5,5,4,4,5,4.6,4.28,5,5,3,3,3,5,5,5,4.25,4,4,3,4,4,4,3.83,3,4,5,4,4,4,5,5,5,5,4.8,5,5,5,5,5,4,2,3,4,3.25,4.29,2,1,4,5,3,3,1,1,7,1,2.8
251,3,4,3,3,3.25,3,4,4,3,3.5,3,4,4,5,4,4,4,5,5,4,5,4.6,3.89,4,4,4,3,4,4,5,5,4.13,3,4,4,3,3,4,3.5,4,4,4,4,4,4,3,3,4,4,3.6,4,5,4,3,4,4,4,3,4,3.75,3.82,1,1,5,3,1,2,2,2,4,1,2.2
252,5,4,4,4,4.25,3,4,5,4,4,4,4,5,4,5,4.4,4,4,5,5,5,4.6,4.33,4,4,4,3,4,5,4,4,4,3,4,4,3,4,5,3.83,4,4,3,3,3.5,4,4,4,3,3,3.6,3,4,4,4,3.75,4,4,5,4,4.25,3.76,2,1,5,5,1,2,2,2,3,1,2.4
